channel,message,default label,default score,camembert label,camembert score
#accueil,Linda hello cv,POSITIVE,0.9961,NEUTRAL,0.6006
#accueil,bonsoir Duotrio,POSITIVE,0.712,POSITIVE,0.8511
#accueil,stage les italiens vont marquer avant la demi heure t inquiète,NEGATIVE,0.9656,NEGATIVE,0.9165
#accueil,Salut Linda,NEGATIVE,0.9372,POSITIVE,0.7024
#accueil,mdrrr,NEGATIVE,0.9476,NEGATIVE,0.7822
#accueil,Moi je ne pleure que si une fille me brise le cœur,NEGATIVE,0.7778,NEGATIVE,0.7648
#accueil,lol l'espagne oui,NEUTRAL,0.6187,POSITIVE,0.7396
#accueil,Tout le monde va bien?,NEGATIVE,0.7527,POSITIVE,0.7718
#accueil,allez les italiens,POSITIVE,0.9908,NEUTRAL,0.6226
#accueil,oh je pensais l avoir fait stage mdrrr,NEGATIVE,0.9469,NEGATIVE,0.7768
#accueil,bonsoir,POSITIVE,0.9956,POSITIVE,0.7501
#accueil,C est pas le foot qui va me faire pleurer lol,NEUTRAL,0.6334,NEGATIVE,0.875
#accueil,Linda  slt,NEGATIVE,0.9994,POSITIVE,0.7682
#accueil,killbill:  ?,NEGATIVE,0.9932,NEUTRAL,0.54
#accueil,Bon bon bon..,POSITIVE,0.9972,NEUTRAL,0.5384
#accueil,Massss ?,NEGATIVE,0.9785,NEGATIVE,0.6798
#accueil,killbill:  non rien,NEGATIVE,0.9868,NEGATIVE,0.8911
#accueil,Toi killbill tu me fais pleurer quand tu me fouettes,NEGATIVE,0.98,NEUTRAL,0.5541
#accueil,tss tsss,NEGATIVE,0.9118,NEUTRAL,0.5124
#accueil,mdrr stage,NEUTRAL,0.6243,NEUTRAL,0.6285
#accueil,oui linda et toi,NEUTRAL,0.5563,POSITIVE,0.8454
#accueil,Hahaha killbill,NEGATIVE,0.9961,NEUTRAL,0.6368
#accueil,"je dois m'habiller, je vais rejoindre mon gars encore",POSITIVE,0.8436,NEGATIVE,0.7628
#accueil,encore ?,NEGATIVE,0.9848,NEGATIVE,0.8173
#accueil,bah je l'ai vu hier,NEGATIVE,0.9312,NEUTRAL,0.6322
#accueil,Hum...,NEGATIVE,0.9944,NEGATIVE,0.8682
#accueil,enfin cette nuit,POSITIVE,0.8461,NEUTRAL,0.5433
#accueil,Bne soirée broken,NEGATIVE,0.9983,POSITIVE,0.8083
#accueil,donc là j'y revais,NEGATIVE,0.8903,POSITIVE,0.9483
#accueil,Au pire des cas les italiens perdront contre les anglais,NEUTRAL,0.5779,NEGATIVE,0.8141
#accueil,donc c'est encore une fois,POSITIVE,0.7242,NEGATIVE,0.7956
#accueil,"Chaat.fr - n°38328    Aujourd'hui, j'ai bêtement rougi quand ma prof de saxo m'a dit que j'avais un bel instrument. VDM ",NEGATIVE,0.9729,NEGATIVE,0.8188
#accueil,bah oui Massss c est trop !,NEGATIVE,0.9743,NEUTRAL,0.5047
#accueil,fais toi désirer un peu,NEGATIVE,0.9175,NEGATIVE,0.7784
#accueil,mdrrr,NEGATIVE,0.9476,NEGATIVE,0.7822
#accueil,killbill:  de quoi trop ?,NEGATIVE,0.997,NEGATIVE,0.9248
#accueil,mdrrr,NEGATIVE,0.9822,NEGATIVE,0.6814
#accueil,je me suis fait désirer dimanche,NEGATIVE,0.9697,NEGATIVE,0.9109
#accueil,"il voulait me voir, je lui ai dit non",NEGATIVE,0.6805,NEGATIVE,0.7281
#accueil,LoL Massss,NEGATIVE,0.9669,NEUTRAL,0.542
#accueil,Du Michel le-grand  bien aussi non ? PetitPierre|Happy-Days|On-AiR,POSITIVE,0.9988,POSITIVE,0.7948
#accueil,Merkiiiiiiiiiiiii ma killbill <3,NEGATIVE,0.9742,POSITIVE,0.7687
#accueil,Moi c est le but des espagnols qui se fait désirer,NEGATIVE,0.8318,NEGATIVE,0.8569
#accueil,ils ont  chaud les italiens,POSITIVE,0.8525,NEUTRAL,0.6269
#accueil,mdrr TiteSeve j allais dire merci de quoi,NEGATIVE,0.9947,NEGATIVE,0.7554
#accueil,killbill:  j'ai appris un truc,NEGATIVE,0.954,NEUTRAL,0.6166
#accueil,TiteSeve bsrrrr,NEGATIVE,0.9922,NEUTRAL,0.6544
#accueil,Rire ma killbill,NEGATIVE,0.9757,NEUTRAL,0.5025
#accueil,J aime pas trop Romantiqua hélas ...,NEGATIVE,0.9532,NEGATIVE,0.9887
#accueil,ah bon ? Massss quoi donc ?,NEGATIVE,0.9895,NEGATIVE,0.8797
#accueil,Bonsoir,POSITIVE,0.7129,POSITIVE,0.8371
#accueil,Grrrrr PetitPierre|Happy-Days|On-AiR,POSITIVE,0.9987,NEUTRAL,0.5335
#accueil,Bisous miss Romantiqua :),NEGATIVE,0.9968,NEUTRAL,0.6233
#accueil,c'est quoi le titre de la chanson,NEUTRAL,0.6053,NEGATIVE,0.9618
#accueil,TiteSeve kissssssss,NEGATIVE,0.985,POSITIVE,0.7484
#accueil,killbill:  .... le sexe en EHPAD ne se pratique qu'entre adultes qu'ont cent ans,NEGATIVE,0.9767,NEGATIVE,0.8183
#accueil,Romantiqua bonsoir,POSITIVE,0.8598,NEUTRAL,0.5311
#accueil,la prochaine fois je te préviens avant ma TiteSeve mdrrr,NEGATIVE,0.9605,NEGATIVE,0.8738
#accueil,Sihem re :),NEGATIVE,0.9141,POSITIVE,0.6675
#accueil,loll Massss,NEGATIVE,0.9855,NEUTRAL,0.5629
#accueil,Sihem cc,POSITIVE,0.7959,NEUTRAL,0.6603
#accueil,"Rire ma killbill, à ta guise!",NEGATIVE,0.9849,NEGATIVE,0.7334
#accueil,"Terre-Hermess, tu dors?",NEGATIVE,0.9827,NEGATIVE,0.7439
#accueil,Ben nan,NEGATIVE,0.9729,NEGATIVE,0.8731
#accueil,Tu me fais pleurer  PetitPierre|Happy-Days|On-AiR :(,POSITIVE,0.9966,NEUTRAL,0.5551
#accueil,Bonsoir poutre tu es dans le domaine du bâtiment ?,NEGATIVE,0.975,NEUTRAL,0.53
#accueil, ????? On Ecoute ?? Disha|DiaL-MuSic|OnAiR KarantezTener|Etincelles|OnAir Maude2b|US-Route-66|OnAir En live ! Faites !radio pour avoir les liens des Radios de vos DJ ! ou Activez le player en bas de page sur les boutons :??? ?,NEGATIVE,0.9809,POSITIVE,0.9021
#accueil,ha badnick4808 c'est sexy aussi,NEGATIVE,0.9466,POSITIVE,0.8383
#accueil,Merciii killbill,NEGATIVE,0.9835,NEUTRAL,0.6024
#accueil, ????? On Ecoute ?? PetitPierre|Happy-Days|On-AiR Zeux||Smile-RaDio|On-Air En live ! Faites !radio pour avoir les liens des Radios de vos DJ ! ou Activez le player en bas de page sur les boutons :??? ?,POSITIVE,0.8185,POSITIVE,0.8896
#accueil,Terre-Hermess Tu es Benjamin Button?,NEGATIVE,0.938,NEUTRAL,0.6015
#accueil,merci killbill :),NEGATIVE,0.9859,POSITIVE,0.7637
#accueil,"Non, futon",NEGATIVE,0.9887,NEGATIVE,0.8085
#accueil,les italiens souffrent lol,POSITIVE,0.6952,NEGATIVE,0.6962
#accueil,!fouet Terre-Hermes,POSITIVE,0.7542,POSITIVE,0.6914
#accueil,TiteSeve fouette vigoureusement Terre-Hermes. T'aime ça coquin(e) hein ===~~~~~~,NEGATIVE,0.9728,POSITIVE,0.7425
#accueil,ça chauffe hannibal-smith76|venere mdrrr,NEGATIVE,0.9842,NEGATIVE,0.6915
#accueil,y a pas de panneau,POSITIVE,0.9956,NEGATIVE,0.9018
#accueil,ça chauffe ça chauffe,NEUTRAL,0.5625,NEUTRAL,0.5307
#accueil,Little_Ch33ky tu me tue,NEGATIVE,0.9871,NEGATIVE,0.8051
#accueil,(rien d'original mais ça soulage (comme le peintre),NEGATIVE,0.8975,NEGATIVE,0.9686
#accueil,Sans aucun prétexte,NEGATIVE,0.9849,NEGATIVE,0.9873
#accueil,une soirée sans insultes la non je reve :),NEGATIVE,0.9779,NEUTRAL,0.503
#accueil,Comment te dire adieu,NEGATIVE,0.7916,NEUTRAL,0.633
#accueil,Little_Doolx3:  ah oui ? Mince... Trouve un joli garçon pour te réssuciter :o Bouche à bouche et tout,NEGATIVE,0.9869,NEGATIVE,0.8856
#accueil,oulalala c'est la décadanceuuuh,NEGATIVE,0.9252,NEGATIVE,0.9747
#accueil,Ailleuuu mes mollets !,NEGATIVE,0.971,NEUTRAL,0.6273
#accueil,Tout arrive LeRebelle ^^,POSITIVE,0.7795,NEUTRAL,0.5039
#accueil,inno tu es la,NEGATIVE,0.8865,POSITIVE,0.7317
#accueil,faut croire TiteSeve,NEGATIVE,0.7171,NEUTRAL,0.5986
#accueil,se sont entretués ou je reve,POSITIVE,0.723,NEGATIVE,0.7684
#accueil,Salam,NEGATIVE,0.9875,POSITIVE,0.7012
#accueil,ah oui ils regardent le foot,NEUTRAL,0.5021,NEGATIVE,0.7501
#accueil,super,POSITIVE,0.9988,POSITIVE,0.9872
#accueil,Little_Ch33ky faux trouver deja,NEGATIVE,0.9917,NEGATIVE,0.782
#accueil,mlleflerina t'es une chaudasse,NEGATIVE,0.6768,NEGATIVE,0.8142
#accueil,Derrière un client je saurais mieux comment te dire adieu,NEGATIVE,0.9523,NEGATIVE,0.9757
#accueil,tu es commerciale?,NEGATIVE,0.9851,NEGATIVE,0.7687
#accueil,Bonsoir a toutes et a tous,POSITIVE,0.9627,POSITIVE,0.8169
#accueil,looping|222 T'es réducteur!,NEUTRAL,0.5755,NEGATIVE,0.9788
#accueil,pr une fois j entendrais pas les klaxons vu la france eliminee lol,NEGATIVE,0.9311,NEUTRAL,0.533
#accueil,lol pas faux titelive,NEGATIVE,0.9977,POSITIVE,0.7426
#accueil,bonsoir Jeremiiii,NEGATIVE,0.8637,NEUTRAL,0.6207
#accueil,"Little_Doolx3: je pense que looping|222 est l'homme de la situation, il m'a l'air d'être un grand pouete",NEGATIVE,0.9876,NEUTRAL,0.5092
#accueil,oui je maitrise bien la langue de molière,NEGATIVE,0.8135,POSITIVE,0.7928
#accueil,je confirme,POSITIVE,0.7567,POSITIVE,0.8502
#accueil,Hello,POSITIVE,0.9995,POSITIVE,0.7939
#accueil, ?? [ INFO Chaat.fr ] ?? : Envie de faire partie des radios sur la playlist de l'interface de t'chat? ??.?l?l?ll|???????|???=???|???????|ll?l?l?.?? Faites en la demande sur ? https://support.chaat.fr/partenariat-radio :o) Enjoy !(>??)?,POSITIVE,0.9619,POSITIVE,0.9203
#accueil,Wouawou ca existe encore caramail lol,NEGATIVE,0.9786,NEUTRAL,0.6549
#accueil,ça chauffe,NEUTRAL,0.5632,NEGATIVE,0.6935
#accueil,heu looping,NEGATIVE,0.9887,NEUTRAL,0.6419
#accueil,Bonsoir ici,NEGATIVE,0.9168,POSITIVE,0.6812
#accueil,grenade grenade,NEGATIVE,0.9944,NEUTRAL,0.5481
#accueil,"Pas titelive suis pas si violente looping|222, TiteSeve suffira ^^",NEGATIVE,0.9886,NEGATIVE,0.7118
#accueil,vs etes énormes ici sur les fautes,NEGATIVE,0.9549,NEUTRAL,0.5043
#accueil,Satanas lol PetitPierre|Happy-Days|On-AiR ça ma manqué lol,NEGATIVE,0.8283,NEGATIVE,0.7119
#accueil,mais t'es pas net baptiste,NEUTRAL,0.6147,NEUTRAL,0.5224
#accueil,il se trouve que le seigneur m'a élevé à un haut rang pour me donner un point de vue supérieure sur son royaume,NEGATIVE,0.8637,NEUTRAL,0.5639
#accueil,hello,POSITIVE,0.9995,POSITIVE,0.8056
#accueil,tu es la sève de la jeunesse Tite,NEGATIVE,0.9472,NEUTRAL,0.5943
#accueil,le seigneur quel seigneur,POSITIVE,0.8819,NEUTRAL,0.6345
#accueil,Little_Ch33ky,NEGATIVE,0.9882,NEUTRAL,0.569
#accueil,looping|222 le seigneur,NEGATIVE,0.9736,NEUTRAL,0.632
#accueil,Condoléance looping|22,NEGATIVE,0.9807,NEGATIVE,0.7704
#accueil,ben le canon moral supérieur,POSITIVE,0.9553,NEGATIVE,0.7974
#accueil,Avec moi tu vas pas être déçu en ortho,NEGATIVE,0.9496,NEGATIVE,0.8686
#accueil,Mdrrrrrrr,NEGATIVE,0.9838,NEGATIVE,0.8571
#accueil,sur lequel se fonde la civilisation,POSITIVE,0.9171,POSITIVE,0.8542
#accueil,bonne soirée les gens,NEGATIVE,0.9181,NEUTRAL,0.5464
#accueil,lol Elolo bah voyons,NEGATIVE,0.9595,NEUTRAL,0.5526
#accueil,Trouble,NEGATIVE,0.9991,NEGATIVE,0.8367
#accueil,car la religion est le premier pas sur la voie de la raison,POSITIVE,0.9235,POSITIVE,0.89
#accueil,"Elolo, puriste?",NEGATIVE,0.9863,NEGATIVE,0.7609
#accueil,des becquilles quoi,NEGATIVE,0.6781,NEGATIVE,0.9418
#accueil,tssssssss looping n importe quoi,NEGATIVE,0.9941,NEGATIVE,0.9806
#accueil,Elolo: hey lolo,POSITIVE,0.9977,POSITIVE,0.7399
#accueil,Tu es troublé PetitPierre|Happy-Days|On-AiR mdrrrr ou tu vous trouble?,NEGATIVE,0.9737,NEGATIVE,0.8861
#accueil,Little_Doolx3: fonce s'il est noble il doit avoir des sous !,NEGATIVE,0.9622,NEUTRAL,0.6421
#accueil,Loogan:  pas de religion ici,POSITIVE,0.8397,NEUTRAL,0.6177
#accueil,etre athée oui,NEGATIVE,0.9236,NEUTRAL,0.6578
#accueil,merci,NEGATIVE,0.8387,POSITIVE,0.9178
#accueil,je ne suis pas raciste je mange du couscous,NEGATIVE,0.9951,NEUTRAL,0.5741
#accueil,j'ai un oeil sur le match et un oeil sur le salon,NEUTRAL,0.5869,NEGATIVE,0.8309
#accueil,hey!!!!,POSITIVE,0.9996,NEUTRAL,0.5859
#accueil,Vois,POSITIVE,0.988,POSITIVE,0.6878
#accueil,ça vas toi?,NEGATIVE,0.9874,NEUTRAL,0.6552
#accueil,Bonsoir ??????,NEGATIVE,0.9163,POSITIVE,0.7161
#accueil,t'ad fait le mort hier soir?,NEGATIVE,0.8258,NEGATIVE,0.6733
#accueil,après on se débarrasse de nos béquilles pour penser par nous mêmes,NEGATIVE,0.9688,NEGATIVE,0.728
#accueil,Massss: ???,NEGATIVE,0.9987,NEUTRAL,0.5382
#accueil,Trouble baby,NEGATIVE,0.9922,NEGATIVE,0.8668
#accueil,les femmes me comprennent,NEUTRAL,0.6278,NEUTRAL,0.568
#accueil,Romantiqua:   eleonore  est morte ?,NEGATIVE,0.9728,NEGATIVE,0.7006
#accueil,"Ma killbill, mille bisous, à vite!",NEGATIVE,0.9511,POSITIVE,0.6898
#accueil,qui ca qu a fait le mort hier?,NEGATIVE,0.947,NEGATIVE,0.8511
#accueil,Le rebelle je veux bien que tu me corrige les fautes,NEGATIVE,0.851,NEUTRAL,0.5972
#accueil,Bonne soirée à vous  :) pas de bêtises  :),NEGATIVE,0.9631,NEGATIVE,0.8751
#accueil,bonsoir À tous :,NEGATIVE,0.9213,NEUTRAL,0.543
#accueil,Elolo: tu parles a moi ?,NEGATIVE,0.9592,NEUTRAL,0.5225
#accueil,Redol bsr arrêtes de dire des bêtises,NEGATIVE,0.9912,NEGATIVE,0.7167
#accueil,bisousssssss ma TiteSeve à bientôt ma douce <3,NEGATIVE,0.9787,POSITIVE,0.8555
#accueil,ça sent le gage mdr,NEGATIVE,0.9796,NEGATIVE,0.9099
#accueil,elles ont l'instinct plus aiguisé que les hommes pour comprendre l'arnaque de la religion,POSITIVE,0.9586,NEGATIVE,0.8464
#accueil,Bisouille Terre-Hermess :),NEUTRAL,0.6112,NEUTRAL,0.5965
#accueil,ouii,NEGATIVE,0.8918,NEUTRAL,0.6367
#accueil,ok Elolo,POSITIVE,0.9925,POSITIVE,0.7107
#accueil,Sltt,NEGATIVE,0.9962,POSITIVE,0.7955
#accueil,<3 ma killbil,NEGATIVE,0.9887,NEUTRAL,0.5518
#accueil,jusque la je t ai pas vu en faire c un fait,NEGATIVE,0.9687,NEGATIVE,0.8098
#accueil,bonne nuit TiteSeve,NEGATIVE,0.974,NEUTRAL,0.6337
#accueil,Romantiqua:   Salut loll    pkoi    des betises  on  sest sensé  de  mourir   tous unjour,NEGATIVE,0.9844,NEUTRAL,0.6224
#accueil,Elolo: pq le mort?,NEGATIVE,0.983,NEUTRAL,0.5084
#accueil,Doux dodo hannibal-smith76|venere,NEGATIVE,0.8673,NEUTRAL,0.5417
#accueil,par contre un paquet d autres oui lol,NEUTRAL,0.5634,NEUTRAL,0.545
#accueil,merci,NEUTRAL,0.5491,POSITIVE,0.7543
#accueil,Bonne nuit TiteSeve,NEGATIVE,0.9406,NEUTRAL,0.509
#accueil,hihi j'essaye de m'appliquer,POSITIVE,0.745,POSITIVE,0.686
#accueil,J'y comprends rien lol,POSITIVE,0.7847,NEGATIVE,0.9511
#accueil,Ça va ?,NEGATIVE,0.9955,NEGATIVE,0.7185
#accueil,tkt ça vas venir,NEGATIVE,0.7505,NEUTRAL,0.5219
#accueil,"Bonsoir, je vous remercie pour la musique",POSITIVE,0.9831,POSITIVE,0.7914
#accueil,Redol non non on est immortelle ici lol,NEGATIVE,0.9716,NEUTRAL,0.5798
#accueil,tu me rappelles quelqu un Elolo ;),NEGATIVE,0.9377,POSITIVE,0.798
#accueil,L'est contente Rachel de la dédi ? :s,NEGATIVE,0.9345,NEGATIVE,0.9391
#accueil,La pauvre :(,NEGATIVE,0.9965,NEGATIVE,0.9636
#accueil,crépuscule oui tu as fait le mott,NEGATIVE,0.9561,NEGATIVE,0.8223
#accueil,"Comme on dit, l'hôpital qui se fout de la charité",NEGATIVE,0.7436,NEGATIVE,0.932
#accueil,mort,NEGATIVE,0.9994,NEGATIVE,0.6978
#accueil,Dial sympa ?,NEGATIVE,0.9937,NEUTRAL,0.5363
#accueil,Elolo: je comprends pas mais tu as raison lol,POSITIVE,0.9208,NEUTRAL,0.6053
#accueil,????????,NEGATIVE,0.9411,POSITIVE,0.7261
#accueil,Tu répondais plus,POSITIVE,0.985,NEGATIVE,0.9214
#accueil,fais chier,NEUTRAL,0.5032,NEGATIVE,0.9818
#accueil,Oups,NEGATIVE,0.9901,NEGATIVE,0.9062
#accueil,loll,NEGATIVE,0.9842,NEUTRAL,0.6011
#accueil,du coup je suis parti dodo,NEGATIVE,0.9954,NEGATIVE,0.987
#accueil,!seen Bou,POSITIVE,0.9982,NEUTRAL,0.6225
#accueil,"Bou (Chaat@4DBED753.EC38F727.8820554E.IP) a été vu pour la dernière fois quitter #Ados il y a 1 heure, 28 minutes (Bon retour sur www.chaat.fr).",NEGATIVE,0.9875,NEGATIVE,0.8056
#accueil,le rebelle ah oui qui?,NEGATIVE,0.9688,NEUTRAL,0.5005
#accueil,Salut,NEGATIVE,0.9924,POSITIVE,0.7253
#accueil,"It doesn't matter who was with you in the beginning, what matters is who will stay with you until the end",POSITIVE,0.9438,NEUTRAL,0.5773
#accueil,gn8 Yamazaki|Zzzz,NEGATIVE,0.9711,POSITIVE,0.7294
#accueil,Drôle de bruit PetitPierre|Happy-Days|On-AiR,POSITIVE,0.9962,NEGATIVE,0.7518
#accueil,Salam,NEGATIVE,0.9875,POSITIVE,0.7012
#accueil,coucou,POSITIVE,0.9273,POSITIVE,0.7732
#accueil,bonsoir,POSITIVE,0.9956,POSITIVE,0.7501
#accueil,Hello Leila75,NEGATIVE,0.8986,NEUTRAL,0.6124
#accueil,c un poete Elolo tu le reconnaitra en le croisant ;),POSITIVE,0.7641,POSITIVE,0.8218
#accueil,Leila75 slm,NEGATIVE,0.9458,POSITIVE,0.7013
#accueil,Oui Johnny lol PetitPierre|Happy-Days|On-AiR les han han mdrr,POSITIVE,0.9884,NEUTRAL,0.6532
#accueil,bonsoir,POSITIVE,0.9956,POSITIVE,0.7501
#accueil,les larbins,NEGATIVE,0.9258,NEGATIVE,0.7466
#accueil,bonsoir Insomnie,NEGATIVE,0.9824,NEGATIVE,0.6921
#accueil,Elle y était cette musique dans le film PetitPierre|Happy-Days|On-AiR,POSITIVE,0.9986,NEGATIVE,0.7286
#accueil,Zoheir la prairie,NEGATIVE,0.9851,NEUTRAL,0.5539
#accueil,Massss,NEGATIVE,0.9841,NEUTRAL,0.6661
#accueil, t'es cool ce soir je vais réviser ma position a ton sujet,NEGATIVE,0.6824,NEGATIVE,0.7279
#accueil,Insomnie bonsoir,NEGATIVE,0.9907,NEGATIVE,0.9356
#accueil,bonsoir,POSITIVE,0.6769,POSITIVE,0.756
#accueil,Ah oui Romantiqua ??,NEGATIVE,0.9937,NEUTRAL,0.5808
#accueil,"Chaat.fr - n°32174  Aujourd'hui, comme chaque matin, le réveil est assez difficile et je suis encore à moitié endormi. Je prends mon caleçon pour le mettre au panier à linge. Au lieu de ça, j'ai ouvert mes volets et l'ai lancé par la fenêtre. Il a atterri dans le jardin de ma voisine. VDM ",NEGATIVE,0.9655,NEGATIVE,0.981
#accueil,Insomnie bsrrrr,NEGATIVE,0.9954,NEGATIVE,0.7467
#accueil,les larbins,NEGATIVE,0.9701,NEGATIVE,0.7632
#accueil,Merci de votre écoute,NEGATIVE,0.9497,NEGATIVE,0.7559
#accueil,Bonsoir,POSITIVE,0.9956,POSITIVE,0.7414
#accueil,tu es  bien fêlé toi aussi Insomnie,NEGATIVE,0.9665,NEGATIVE,0.6822
#accueil,insomnie dans tes reves,NEGATIVE,0.9912,NEGATIVE,0.7588
#accueil,!calin,POSITIVE,0.9972,POSITIVE,0.7776
#accueil,Il semblerait que Enissay s'enlace (elle-lui)-même ! ???,NEGATIVE,0.9631,NEUTRAL,0.6246
#accueil,Oui très cher PetitPierre|Happy-Days|On-AiR ils avaient tuer beaucoup de touristes,POSITIVE,0.9865,NEGATIVE,0.6732
#accueil,bonsoir Fan1414,NEUTRAL,0.5655,POSITIVE,0.7197
#accueil,Bonsoir,POSITIVE,0.9956,POSITIVE,0.7414
#accueil,Eldorande bsrrrr,NEGATIVE,0.9548,POSITIVE,0.8301
#accueil,!Seen Mariie,POSITIVE,0.9982,NEUTRAL,0.6094
#accueil,"Mariie (Chaat@DF848C5B.F0AE1EA3.BFD94F61.IP) a été vu pour la dernière fois quitter #Accueil il y a 2 heures, 48 minutes (Bon retour sur www.chaat.fr).",NEGATIVE,0.9868,NEGATIVE,0.8184
#accueil,Pas trop chaud ici ?,NEGATIVE,0.977,NEGATIVE,0.8953
#accueil,loane non ça va et toi,NEGATIVE,0.9703,NEGATIVE,0.8259
#accueil,Non fais même froid ici,NEGATIVE,0.992,NEGATIVE,0.9409
#accueil,Un peu mais ça va c'est gerable,NEGATIVE,0.9436,NEGATIVE,0.6883
#accueil,Trop beau PetitPierre|Happy-Days|On-AiR,POSITIVE,0.9996,POSITIVE,0.901
#accueil,Loana il fait étrangement frais,NEGATIVE,0.9699,NEUTRAL,0.5276
#accueil,cool alors,NEGATIVE,0.9407,NEUTRAL,0.6055
#accueil," ?? [ INFO Chaat.fr ] ?? : Pour tout signalement(¬_¬) , n'hésitez pas à remplir le formulaire ? ? ? https://support.chaat.fr/signalement",NEGATIVE,0.981,NEUTRAL,0.6048
#accueil,Magnifique,POSITIVE,0.9507,POSITIVE,0.9862
#accueil,Re bonsoir tout le monde,POSITIVE,0.9832,POSITIVE,0.7646
#accueil,bonsoir!,POSITIVE,0.9978,POSITIVE,0.821
#accueil,!coca,POSITIVE,0.7383,NEUTRAL,0.6624
#accueil,Il semblerait que Aaliyah s'offre un CoCa®-Cola (elle-lui)-même !,NEGATIVE,0.9864,NEGATIVE,0.7601
#accueil,aimons nous sous le grand ciel bleu,NEGATIVE,0.7131,POSITIVE,0.8653
#accueil,ou pas,NEGATIVE,0.9195,NEGATIVE,0.7539
#accueil,bonsoir les arrivantes,POSITIVE,0.9239,POSITIVE,0.7106
#accueil,Bonsoir,POSITIVE,0.7129,POSITIVE,0.8371
#accueil,bisou,NEUTRAL,0.516,POSITIVE,0.8584
#accueil,!lait Aaliyah,NEGATIVE,0.867,NEUTRAL,0.564
#accueil,!calin Aaliyah,POSITIVE,0.9975,NEUTRAL,0.5561
#accueil, Homelander prend Aaliyah dans ses bras et lui fait un énorme calin ???,NEGATIVE,0.9787,POSITIVE,0.7429
#accueil,Enissay:    Si seulement ça pouvait être vrai,NEGATIVE,0.9598,NEGATIVE,0.6958
#accueil,Owi *-* mais j'en ai plus chez moi :(,NEGATIVE,0.6889,NEUTRAL,0.6194
#accueil,donc pas de lait pour bibi :/ Homelander,NEGATIVE,0.8168,NEGATIVE,0.8771
#accueil,bonsoir Kbyle222,NEGATIVE,0.9785,POSITIVE,0.8246
#accueil,Bsr hannibal,NEGATIVE,0.9422,POSITIVE,0.7095
#accueil,bonsoir,POSITIVE,0.9956,POSITIVE,0.7501
#accueil,il a fini par la trover la femme de sa vie,NEUTRAL,0.6206,NEUTRAL,0.5559
#accueil,ouf un poli,NEGATIVE,0.9728,NEUTRAL,0.531
#accueil,Aaliyah: moi fini ma biere,NEGATIVE,0.9451,NEGATIVE,0.6772
#accueil,Hellooooo,POSITIVE,0.9987,POSITIVE,0.8598
#accueil,bsr steve,POSITIVE,0.921,POSITIVE,0.801
#accueil,hello yar,NEGATIVE,0.8349,POSITIVE,0.822
#accueil,Comment allez vous donc ?,NEGATIVE,0.9522,NEUTRAL,0.6268
#accueil,On a tous un grain en fait…,NEGATIVE,0.918,NEUTRAL,0.5959
#accueil,non je ne crois pas,POSITIVE,0.7016,NEGATIVE,0.7423
#accueil,certains plus que d autres Elolo ;),POSITIVE,0.8297,NEUTRAL,0.5221
#accueil,salut,NEUTRAL,0.6082,POSITIVE,0.7239
#accueil,sisi,POSITIVE,0.7271,NEUTRAL,0.6265
#accueil,oui certain plus que d'autre,NEGATIVE,0.8048,NEUTRAL,0.645
#accueil,oui LeRebelle,POSITIVE,0.8259,NEUTRAL,0.6117
#accueil,et oui Hannibal,NEGATIVE,0.8457,POSITIVE,0.7416
#accueil,Salut,NEGATIVE,0.9924,POSITIVE,0.7253
#accueil,!calin,POSITIVE,0.9972,POSITIVE,0.7776
#accueil,Il semblerait que Aaliyah s'enlace (elle-lui)-même ! ???,NEGATIVE,0.9737,NEUTRAL,0.578
#accueil,y a qui?,NEUTRAL,0.5771,NEGATIVE,0.9073
#accueil,auto calin,NEUTRAL,0.6056,NEUTRAL,0.529
#accueil,C est mignon,NEUTRAL,0.5189,NEUTRAL,0.6348
#accueil,elle se caline,POSITIVE,0.9832,NEGATIVE,0.8237
#accueil,Jamais mieux servi que par soi même x),NEGATIVE,0.9406,NEUTRAL,0.5069
#accueil,héhé,NEGATIVE,0.9533,NEGATIVE,0.9323
#accueil,grave,POSITIVE,0.8761,NEUTRAL,0.5438
#accueil,Bah faut bien ><,NEGATIVE,0.698,NEUTRAL,0.5688
#accueil,Tu fais bien !,POSITIVE,0.9784,POSITIVE,0.9395
#accueil,!mms,POSITIVE,0.9854,NEUTRAL,0.5385
#accueil,Homelander mange des M&M's® (m) (m) (m) (m) (m) Mmmm C'est Vraiment Bon !  (???????),NEGATIVE,0.9756,POSITIVE,0.9242
#accueil,Je suis bien d accord,POSITIVE,0.9465,POSITIVE,0.8819
#accueil,merci a tous de votre écoute bonne fin de soiree :x:x:x,NEGATIVE,0.8985,POSITIVE,0.8075
#accueil,Les coussins ça marche bien aussi,POSITIVE,0.9096,NEUTRAL,0.5367
#accueil,Merci pour ton anime Zeux||Smile-RaDio|On-Air,NEGATIVE,0.9019,POSITIVE,0.7234
#accueil,!seen imaane,POSITIVE,0.9951,POSITIVE,0.6917
#accueil,BlackPuiiiissant > je ne me souviens pas avoir vu imaane.,NEGATIVE,0.9829,NEUTRAL,0.5471
#accueil,Bonsoir,POSITIVE,0.9956,POSITIVE,0.7414
#accueil,c'est pas le moment du pipi le match n'est pas fini,NEUTRAL,0.5886,NEGATIVE,0.9348
#accueil,bonsoir killbill,NEGATIVE,0.9701,POSITIVE,0.8063
